2.84118	1.37872	0.977495	4.4513	3.15855	0.097771	1.96586	-1.24919	0.553518	0.605578	4.19503	3.05663	2.26224	1.72508	1.1405
1.80153	1.58319	0.30846	2.20106	2.44928	1.47352	0.83307	0.4099	1.45047	1.167	2.23972	4.21651	0.904399	0.826193	0.73075
2.71993	2.41917	3.01749	4.06426	1.95706	0.524325	3.77728	-0.047586	2.08637	2.09926	2.77963	0.28537	2.79409	1.97205	2.76245
1.51477	0.86905	1.70492	3.99177	-0.0056	-0.017719	2.62589	1.15451	1.66366	0.422139	5.55577	2.47324	1.81907	2.1065	2.08734
1.79599	2.91028	2.44173	4.42469	0.489955	0.503093	1.9446	0.911289	2.47526	2.28722	5.42263	0.787667	1.11526	4.23888	1.69248
2.87418	2.44961	3.04737	3.1457	1.47099	-0.315826	3.34327	0.464189	0.318005	1.56705	3.80599	3.05314	0.25295	2.05301	2.48384
4.53253	3.34041	1.43111	2.99258	1.81253	0.06865	1.55338	0.25274	0.675781	-1.25975	3.62355	0.4431	2.16396	-0.13481	1.28213
-0.09355	3.4379	0.794269	3.6059	2.02747	2.20144	4.20592	1.202	1.72833	0.946713	5.44419	-0.41352	0.43008	1.2783	2.66483
1.05376	1.47185	2.31404	2.90699	1.89422	1.0801	2.63648	0.450115	1.36709	1.13365	1.79149	0.892456	1.09658	3.33526	2.12618
2.02478	0.95457	0.972578	3.93937	3.16095	-0.155091	2.60931	1.73626	1.62399	1.7481	3.08244	0.866752	2.58926	1.35372	1.06864
2.12795	1.02492	0.866433	3.6398	1.99971	1.33265	3.69878	0.611148	2.09668	0.804183	4.01826	0.78096	2.27179	4.00438	3.0691
1.28989	2.66764	0.34547	3.25724	0.28069	0.579879	-0.34	0.437223	1.19837	0.395621	5.35347	-1.57627	2.28938	0.73309	1.60433
2.48444	2.8753	2.01316	2.85244	3.98864	0.582072	1.37937	-0.6104	0.490833	1.27693	3.54479	0.04714	1.25776	1.86621	1.38622
1.33587	2.18206	1.91001	1.75635	1.29324	-0.194175	1.86143	1.97899	0.60204	0.249348	5.12744	1.65141	1.79934	2.38557	1.15129
3.02181	2.77621	1.67387	4.05406	2.08879	2.20251	1.97828	2.69426	0.817859	0.419823	4.20006	3.65868	1.78524	2.12994	4.02823
3.09746	3.21322	-0.35671	3.546	1.33001	-0.259634	4.03828	0.32662	1.70073	0.697656	7.75829	2.78682	2.53096	2.43193	2.23993
2.1334	2.11851	0.797304	4.31225	2.56354	1.66947	3.51742	1.19091	1.85126	3.17736	4.00419	0.966196	2.35703	1.76316	4.10652
2.38241	2.15689	2.43575	1.96815	1.80449	1.2284	1.01458	1.65716	0.368576	0.596392	4.96202	1.02456	3.60378	0.33636	1.86629
1.63773	2.44223	1.39281	2.84429	0.0918	2.12717	3.7624	-0.14161	1.4533	1.14379	5.42284	2.89766	2.08029	1.28886	2.90429
2.43106	2.13077	1.79581	2.96332	2.89453	1.24145	3.65587	2.22566	1.30486	0.566009	3.32604	0.952106	2.13723	2.63099	2.70378
1.11162	0.00411	4.2573	1.96999	2.95715	-0.243873	3.12415	2.75406	0.511702	2.24432	5.27219	1.50577	3.64653	2.96448	3.27677
1.44541	1.84638	1.24517	2.66234	1.39945	0.633635	2.00147	-0.20181	2.44734	2.37644	6.04684	3.48525	0.88203	1.46567	2.06805
1.59111	-0.90188	1.17685	3.77275	0.71494	2.352	3.53802	0.32978	0.03452	1.14855	3.43628	0.44243	1.37925	2.04239	1.47448
1.88793	2.3052	1.31154	3.15259	2.56633	-0.170946	3.40946	2.58214	1.9142	0.218533	4.52088	2.51664	3.34257	-0.23913	3.20504
-0.145202	2.91649	1.06898	3.46485	-0.97696	1.92149	3.45478	1.08472	0.05578	-0.759655	4.94093	2.23099	1.40278	1.73635	3.02463
-0.39538	0.403873	0.82201	1.72813	2.87467	0.183186	3.20384	2.8485	1.55668	2.97738	5.54163	1.37243	0.85276	1.72802	2.93411
1.76872	2.87253	-0.90368	3.10977	1.92223	1.96508	1.36961	1.91795	2.33248	1.61773	4.51217	2.02243	3.237	2.72201	1.81678
1.25569	1.0767	1.61924	4.39523	2.0739	-0.91105	0.57834	1.5161	0.892977	1.09559	3.38249	1.24368	1.63074	1.81617	4.40546
1.29358	-0.33457	2.05314	2.04704	0.12728	1.0809	-0.00817	-0.13047	0.227511	1.7793	3.70251	1.7188	3.1619	1.55334	4.39804
2.64288	2.46519	1.55221	1.38507	1.99409	0.905183	1.76605	1.67188	2.69011	2.41615	5.0901	-0.00534	1.72489	1.92177	3.18866
1.13	0.488394	0.077181	0.63974	0.796214	2.04822	1.2589	-0.40441	0.362468	1.5382	5.32138	3.00186	4.25429	0.57713	4.84574
0.999027	0.792657	1.71313	2.51287	1.51661	1.14672	0.17067	-0.80327	0.096126	0.242396	3.65462	3.47974	1.57219	2.20618	2.60421
1.69216	1.44945	0.859293	3.35732	1.6615	1.52455	1.90788	2.4309	0.849912	2.50699	6.30796	2.89027	3.6799	3.1018	3.50839
-0.481972	1.49963	1.60259	2.96992	1.3255	-0.651119	2.03673	3.06944	1.85296	1.8471	3.85515	1.47613	0.92949	0.95069	1.48217
0.849995	0.932465	0.934363	2.14577	0.11643	0.882132	2.91111	1.46641	0.893586	-1.19837	1.96005	2.01554	2.80095	0.15835	3.13976
1.14177	-1.43	2.09908	1.55919	-0.12866	0.238003	1.74292	1.25221	1.86921	0.471691	4.57428	1.45561	3.28385	1.53971	2.47048
-1.66507	1.14444	0.426762	1.02472	1.75867	1.71949	2.32787	1.87681	2.19363	0.593029	5.80607	2.51586	4.54682	2.81956	4.7896
1.04923	0.38705	1.20453	0.661704	1.84237	0.053027	1.25956	1.76216	-0.377924	0.707085	4.58254	-0.43984	2.6078	1.93248	5.02193
-2.90056	-2.14104	-0.096275	0.309741	2.10206	1.84678	-0.04277	2.25936	2.07307	2.73339	4.31958	0.781496	2.56381	3.39293	2.80815
-0.956749	0.434126	-0.969634	-0.89902	-0.102565	0.64885	1.53165	1.83137	1.67491	1.12008	3.4341	0.6964	3.26704	1.24064	4.65262
2.30566	1.10305	2.19169	0.891314	1.8684	1.66626	1.45963	1.25515	0.270923	0.769487	2.62743	-0.58437	3.44709	2.30707	2.48057
-2.70336	-0.911851	0.339984	1.44606	1.80394	2.05628	1.0097	3.23806	1.2408	0.608165	4.26197	0.55593	2.52472	2.99745	2.79154
0.202519	0.88866	1.10259	0.06736	0.274166	0.146884	2.55289	-0.60928	2.18708	0.42112	4.05404	0.31615	2.60385	3.15488	4.23437
-0.765054	-1.83119	1.05388	2.77011	-0.798904	-0.952523	2.38997	0.864735	1.48252	0.295976	4.53462	0.09259	2.73134	4.03918	4.03688
-0.642858	1.03578	1.08897	-0.150839	1.0204	-0.119011	1.75862	2.09409	1.28636	1.94413	2.75752	-0.45435	3.83569	1.98664	2.57956
-0.084721	0.565811	-0.1492	-1.02862	-0.443035	-0.241319	-1.34462	1.00939	-1.07274	2.31715	2.66892	0.678113	3.4223	1.77428	1.93168
1.08273	-0.385022	-0.886451	-0.794917	-0.39399	-0.758197	-1.7384	-0.704375	2.67774	1.20863	4.72318	0.35695	0.96447	0.59498	2.90236
-1.48521	-2.67737	0.616593	-0.148849	1.35148	0.684724	0.415218	0.900178	2.2237	0.669721	4.23705	2.62751	3.194	1.14943	1.92972
0.796477	2.06561	-1.08857	-2.38501	0.316485	-0.412054	-0.436941	1.8898	0.45451	0.857531	3.41499	1.16695	1.14102	1.69078	2.35494
-1.55134	-0.948411	1.4128	-0.120553	0.792708	0.542798	-0.105189	0.804353	-0.18722	0.812901	2.17896	2.54296	2.17681	0.01977	0.69482
0.17208	-0.336571	-1.81429	0.438317	0.359507	0.366987	-0.706201	0.168431	1.18048	0.629132	2.47493	2.29945	3.15673	3.45256	1.09091
0.297622	-0.145654	-1.12424	0.488316	2.0978	0.641113	0.720699	3.19846	-0.394392	1.11295	3.4852	2.19567	2.56915	0.13427	3.32426
-1.27433	-1.36139	-0.538492	-1.67354	0.527568	3.35829	0.977169	-0.649243	0.891729	1.34096	2.27332	0.741798	0.991325	1.74468	4.00137
-1.39087	-0.459382	0.3521	0.51688	-0.549112	-1.11784	-1.02363	1.95891	-0.271231	-1.62495	3.65813	1.62208	0.84484	0.896616	2.93613
-1.37549	-0.094535	1.17446	-2.17945	0.376991	-1.06386	-1.38431	-0.047755	-0.644647	-0.419608	5.07435	2.8333	1.34763	0.344	3.16371
1.32228	-1.90115	-0.412224	-1.10486	0.795009	-1.3149	-0.309798	-0.141145	0.966627	0.68364	3.60589	1.21906	2.54092	1.04969	4.02826
-2.7629	-2.39629	-0.632137	-1.89722	-1.32993	-1.82746	-0.515109	0.281266	-0.377798	1.06299	3.26357	0.982603	1.91272	2.72997	3.16464
0.14526	0.62098	0.15961	-2.34367	-1.08544	0.757952	-0.651208	-0.667518	-0.261233	0.695413	2.53647	0.75456	1.15107	1.03872	2.872
0.16314	-0.709509	-0.493249	-0.60146	0.196401	-1.48646	-1.18745	0.614996	0.08447	1.02501	4.67134	1.3055	2.13957	2.87906	3.65379
-1.08029	-2.78133	-2.54149	-0.49288	-1.48206	-0.254136	-2.48681	-0.0484658	-0.143707	0.086821	4.27057	1.47545	2.47476	1.20638	2.14099
-0.668953	-1.49793	-1.65231	0.25322	-1.35977	0.380187	-1.14745	-1.8282	0.217681	0.775479	2.05498	0.978117	1.96663	1.76267	3.26975
-1.23503	-2.68118	-0.802588	-2.99184	-0.02538	0.373477	-2.07407	-0.816892	-0.871765	0.374516	1.35557	0.956411	1.76483	0.900915	2.90441
-1.43554	-1.27977	-1.12998	-4.30931	-0.015895	-1.44558	-1.03456	0.421038	0.867082	0.369203	0.49573	1.74559	2.5467	2.67429	2.63709
-4.3925	-1.08075	-0.343024	-2.77911	-1.6295	0.271904	-2.6016	0.539061	-0.224027	1.58379	2.67718	2.02236	0.715774	2.02702	1.64223
-1.72947	-1.84441	-0.973731	-3.8507	-1.68402	0.345045	-0.93797	0.651542	-0.329289	0.888367	1.07333	1.01232	2.42695	1.41002	2.94374
0.02409	-1.70442	-0.628387	-3.30446	0.08525	0.65249	-0.45885	1.18719	-1.46365	-0.649784	2.75878	1.1236	1.29829	1.41447	2.83915
-1.57793	0.11293	-2.24863	-2.87323	-0.09869	0.282279	-1.63077	0.631033	0.986928	-0.773625	1.3736	0.946554	2.80868	3.07447	2.2256
