#WindowWidth (s)	Efficiency
0.4	0.3
0.8	0.383333
1.2	0.475
1.6	0.520833
2	0.566667
2.4	0.579167
2.8	0.6625
3.2	0.675
3.6	0.716667
4	0.720833
4.4	0.7375
4.8	0.775
5.2	0.791667
5.6	0.829167
6	0.85
6.4	0.8625
6.8	0.8875
7.2	0.908333
7.6	0.920833
8	0.9375
8.4	0.945833
8.8	0.966667
9.2	0.970833
9.6	0.970833
10	0.966667
10.4	0.966667
10.8	0.9875
11.2	0.995833
11.6	0.991667
12	0.995833
12.4	1
12.8	1
13.2	1
13.6	1
14	1
14.4	1
14.8	1
15.2	1
15.6	1
16	1
16.4	1
16.8	1
17.2	1
17.6	1
18	1
18.4	1
18.8	1
19.2	1
19.6	1
20	1
20.4	1
20.8	1
21.2	1
21.6	1
22	1
22.4	1
22.8	1
23.2	1
23.6	1
24	1
24.4	1
24.8	1
25.2	1
25.6	1
26	1
26.4	1
26.8	1
27.2	1
27.6	1
28	1
28.4	1
28.8	1
29.2	1
29.6	1
30	1
30.4	1
30.8	1
31.2	1
31.6	1
32	1
32.4	1
32.8	1
33.2	1
33.6	1
34	1
34.4	1
34.8	1
35.2	1
35.6	1
36	1
36.4	1
36.8	1
37.2	1
37.6	1
38	1
38.4	1
38.8	1
39.2	1
39.6	1
40	1
40.4	1
40.8	1
41.2	1
41.6	1
42	1
42.4	1
42.8	1
43.2	1
43.6	1
44	1
44.4	1
44.8	1
45.2	1
45.6	1
46	1
46.4	1
46.8	1
47.2	1
47.6	1
48	1
